"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"13558","574274",30,1,2011-11-03,16500
"13559","574275",231.73,14,2011-11-03,12352
"13560","574278",178.34,12,2011-11-03,15814
"13561","574279",72.18,11,2011-11-03,14878
"13562","574280",126.9,5,2011-11-03,13408
"13563","574281",211.99,14,2011-11-03,14856
"13564","574282",36.25,2,2011-11-03,15612
"13565","574283",10.2,1,2011-11-03,14856
"13566","574284",152.55,10,2011-11-03,17644
"13567","574286",41.5,2,2011-11-03,17644
"13568","574287",168.45,63,2011-11-03,14723
"13569","574289",110.88,8,2011-11-03,17750
"13570","574290",246.22,32,2011-11-03,17403
"13571","574292",125.46,36,2011-11-03,16914
"13572","574295",11.7,1,2011-11-03,17389
"13573","574297",449.12,28,2011-11-03,16602
"13574","574299",191.71,14,2011-11-03,16746
"13575","574300",120.9,7,2011-11-03,14636
"13576","574301",284.9,17,2011-11-03,12544
"13577","574302",261.67,15,2011-11-03,13914
"13578","574303",57.6,3,2011-11-03,13324
"13579","574304",426.05,88,2011-11-03,14428
"13580","574305",135.4,7,2011-11-03,18081
"13581","574306",358.2,22,2011-11-03,17481
"13582","574307",116.56,8,2011-11-03,15809
"13583","574308",538.05,51,2011-11-03,16409
"13584","574310",627.56,75,2011-11-03,13467
"13585","574311",772.28,42,2011-11-03,15640
"13586","574312",132.28,30,2011-11-03,17221
"13587","574313",367.69,20,2011-11-03,13267
"13588","574314",272.2,16,2011-11-03,13500
"13589","574315",92.76,5,2011-11-03,17076
"13590","574316",93.85,6,2011-11-03,17351
"13591","574317",186.8,24,2011-11-03,17078
"13592","574320",7.8,1,2011-11-03,17078
"13593","574321",253.29,34,2011-11-03,16016
"13594","574323",114.91,22,2011-11-03,16438
"13595","574326",310.28,25,2011-11-04,14913
"13596","574327",205.89,11,2011-11-04,13013
"13597","574328",2102.53,132,2011-11-04,13081
"13598","574329",192.18,9,2011-11-04,12362
"13599","574330",17.16,2,2011-11-04,12971
"13600","574331",179.7,13,2011-11-04,13178
"13601","574334",47.4,3,2011-11-04,16672
"13602","574335",42.45,3,2011-11-04,13592
"13603","574336",855.39,51,2011-11-04,12397
"13604","574338",161.5,11,2011-11-04,14150
"13605","574340",157.7,26,2011-11-04,17377
"13606","574342",223.71,16,2011-11-04,13447
"13607","574343",379.28,26,2011-11-04,12576
"13608","574345",265.92,14,2011-11-04,15845
"13609","574346",109.08,7,2011-11-04,17930
"13610","574348",50.4,2,2011-11-04,13756
"13611","574349",115.2,7,2011-11-04,13495
"13612","574351",111.57,33,2011-11-04,17348
"13613","574353",312.55,28,2011-11-04,14659
"13614","574354",79.05,10,2011-11-04,17203
"13615","574355",52.12,3,2011-11-04,18102
"13616","574368",384.93,27,2011-11-04,13004
"13617","574383",12.68,3,2011-11-04,18102
"13618","574387",317.56,16,2011-11-04,12944
"13619","574393",249.3,15,2011-11-04,13313
"13620","574442",113.8,5,2011-11-04,12704
"13621","574444",198.47,40,2011-11-04,18122
"13622","574445",294.96,15,2011-11-04,15722
"13623","574466",213,9,2011-11-04,18172
"13624","574468",47.6,2,2011-11-04,18172
"13625","574470",71.7,25,2011-11-04,12748
"13626","574471",384.44,22,2011-11-04,17677
"13627","574474",186.87,47,2011-11-04,17979
"13628","574475",272.76,22,2011-11-04,14132
"13629","574476",215.23,57,2011-11-04,17203
"13630","574477",350.43,67,2011-11-04,15453
"13631","574478",272.28,33,2011-11-04,17203
"13632","574479",139.66,24,2011-11-04,18035
"13633","574480",308.94,20,2011-11-04,15010
"13634","574481",668.11,191,2011-11-04,18022
"13635","574482",16.54,2,2011-11-04,17193
"13636","574484",432.49,29,2011-11-04,14388
"13637","574490",269.1,19,2011-11-04,17690
"13638","574491",288.55,18,2011-11-04,16318
"13639","574501",327.89,58,2011-11-04,12577
"13640","574502",111.98,27,2011-11-04,17274
"13641","574506",71.62,20,2011-11-04,12577
"13642","574509",243.57,41,2011-11-04,16012
"13643","574511",293.97,21,2011-11-04,15597
"13644","574513",41.76,3,2011-11-04,15291
"13645","574514",33.24,13,2011-11-04,15311
"13646","574521",379.7,23,2011-11-04,15358
"13647","574523",15,1,2011-11-04,18167
"13648","574528",155.25,9,2011-11-04,16782
"13649","574529",190.88,25,2011-11-04,17233
"13650","574530",194.88,37,2011-11-04,16887
"13651","574531",37.29,6,2011-11-04,12748
"13652","574532",1912.09,123,2011-11-04,15676
"13653","574533",100.2,4,2011-11-04,12928
"13654","574534",109.8,5,2011-11-04,15061
"13655","574535",133.91,8,2011-11-04,16555
"13656","574536",307.95,73,2011-11-04,15707
"13657","574537",71.66,7,2011-11-04,13938
"13658","574544",1782.7,107,2011-11-04,17084
"13659","574545",669.01,44,2011-11-04,17084
"13660","574546",15,1,2011-11-04,13651
"13661","574547",502.23,112,2011-11-04,17841
"13662","574549",1.45,1,2011-11-04,17841
"13663","574550",738.57,63,2011-11-04,12484
"13664","574555",221.63,50,2011-11-04,16426
"13665","574557",129.92,7,2011-11-04,17652
"13666","574559",397.76,56,2011-11-04,14056
"13667","574560",307.78,19,2011-11-04,17703
"13668","574573",161.29,39,2011-11-04,14592
"13669","574575",491.51,54,2011-11-04,14971
"13670","574576",8.7,1,2011-11-04,14971
"13671","574586",45,2,2011-11-06,14882
"13672","574587",863.74,51,2011-11-06,14936
"13673","574588",41.6,2,2011-11-06,14936
"13674","574589",125.58,20,2011-11-06,15017
"13675","574590",188.74,19,2011-11-06,18077
"13676","574591",269.93,16,2011-11-06,15745
"13677","574592",103.7,7,2011-11-06,14820
"13678","574619",225.17,29,2011-11-06,15952
"13679","574624",407.52,32,2011-11-06,17769
"13680","574629",148.18,28,2011-11-06,16326
"13681","574643",261.76,18,2011-11-06,17387
"13682","574653",165,7,2011-11-06,12619
"13683","574654",145.55,30,2011-11-06,15571
"13684","574655",173.31,22,2011-11-06,16466
"13685","574656",194.2,15,2011-11-06,16434
"13686","574657",316.86,68,2011-11-06,13772
"13687","574659",209.74,32,2011-11-06,16942
"13688","574660",274.46,90,2011-11-06,15407
"13689","574661",387.34,21,2011-11-06,13447
"13690","574662",383.02,22,2011-11-06,16676
"13691","574663",426.37,44,2011-11-06,13527
"13692","574664",205.7,11,2011-11-06,14482
"13693","574665",17.34,1,2011-11-06,16168
"13694","574667",433.71,30,2011-11-06,15514
"13695","574668",29.7,1,2011-11-06,15514
"13696","574669",175.38,13,2011-11-06,13727
"13697","574670",292.34,64,2011-11-06,12838
"13698","574671",113.03,28,2011-11-06,16744
"13699","574672",210.31,66,2011-11-06,13532
"13700","574673",380.52,101,2011-11-06,15555
"13701","574674",87.2,12,2011-11-06,14404
"13702","574675",345.97,54,2011-11-06,17289
"13703","574676",194.15,34,2011-11-06,16243
"13704","574677",230.51,63,2011-11-06,16445
"13705","574678",1306.59,84,2011-11-06,13365
"13706","574679",172.72,9,2011-11-06,12645
"13707","574680",345.1,19,2011-11-06,15078
"13708","574681",270,19,2011-11-06,15156
"13709","574682",310.39,67,2011-11-06,14963
"13710","574683",344.13,95,2011-11-06,16372
"13711","574684",567.54,40,2011-11-06,17581
"13712","574685",174.9,8,2011-11-06,17581
"13713","574686",187.62,58,2011-11-06,17608
"13714","574687",14.5,1,2011-11-06,17581
"13715","574688",5.8,1,2011-11-06,17608
"13716","574689",23.8,2,2011-11-06,16372
"13717","574690",511.69,38,2011-11-06,12638
"13718","574691",134.46,26,2011-11-06,14174
"13719","574692",144.3,15,2011-11-06,16771
"13720","574693",171.27,29,2011-11-06,14553
"13721","574694",271.06,14,2011-11-06,12381
"13722","574695",114.14,14,2011-11-06,17114
"13723","574696",202.88,32,2011-11-06,13634
"13724","574697",68.88,5,2011-11-06,16488
"13725","574698",82.6,5,2011-11-06,14039
"13726","574699",303.25,21,2011-11-06,13040
"13727","574700",1158.66,159,2011-11-06,16033
"13728","574701",293.86,64,2011-11-06,15426
"13729","574702",213.58,12,2011-11-06,15839
"13730","574703",44.39,14,2011-11-06,15426
"13731","574704",653.16,47,2011-11-06,15696
"13732","574705",29.4,9,2011-11-06,14553
"13733","574706",294.24,15,2011-11-06,16790
"13734","574707",435.22,56,2011-11-06,17107
"13735","574709",695,51,2011-11-06,17768
"13736","574710",506.51,70,2011-11-06,15427
"13737","574711",46.2,3,2011-11-06,14517
"13738","574713",187.57,10,2011-11-06,12628
"13739","574714",570.92,150,2011-11-06,15427
"13740","574715",50.4,2,2011-11-06,14135
"13741","574716",89.27,22,2011-11-06,14502
"13742","574717",67.2,4,2011-11-06,18170
"13743","574718",89.24,7,2011-11-06,15513
"13744","574719",248.4,14,2011-11-06,14511
"13745","574720",478.1,73,2011-11-06,14547
"13746","574721",324.64,75,2011-11-06,17920
"13747","574722",386.31,98,2011-11-06,14502
"13748","574723",102.84,5,2011-11-06,15150
"13749","574725",143.76,20,2011-11-06,15883
"13750","574726",389.04,66,2011-11-06,14664
"13751","574727",9.14,2,2011-11-06,15526
"13752","574728",330.79,20,2011-11-06,13719
"13753","574729",19.9,1,2011-11-06,15526
"13754","574730",17.7,1,2011-11-06,14824
"13755","574731",35.4,2,2011-11-06,17831
"13756","574732",721.19,42,2011-11-06,13523
"13757","574733",609.91,40,2011-11-06,17082
"13758","574734",377.01,72,2011-11-06,15025
"13759","574735",89.26,6,2011-11-06,13155
"13760","574737",513.59,26,2011-11-06,14868
"13761","574738",214.24,28,2011-11-06,12748
"13762","574739",400.93,22,2011-11-06,16357
"13763","574740",1019.99,60,2011-11-06,12357
"13764","574741",439.88,110,2011-11-06,15993
"13765","574743",253.02,29,2011-11-06,15351
"13766","574744",266.36,14,2011-11-07,16612
"13767","574745",170.64,14,2011-11-07,14911
"13768","574747",357.81,21,2011-11-07,15618
"13769","574749",550.55,34,2011-11-07,15150
"13770","574750",274.78,17,2011-11-07,17164
"13771","574751",44.85,2,2011-11-07,17164
"13772","574752",24.96,1,2011-11-07,17164
"13773","574754",153.16,9,2011-11-07,17430
"13774","574755",52.8,3,2011-11-07,13078
"13775","574756",115.4,6,2011-11-07,13534
"13776","574777",268.38,14,2011-11-07,17761
"13777","574824",321.24,20,2011-11-07,13097
"13778","574826",354.09,76,2011-11-07,15870
"13779","574827",45.6,4,2011-11-07,14080
"13780","574830",330.16,21,2011-11-07,16053
"13781","574831",67.6,13,2011-11-07,15522
"13782","574832",44.04,2,2011-11-07,17183
"13783","574833",100.95,5,2011-11-07,12827
"13784","574834",218.1,12,2011-11-07,13139
"13785","574835",302.36,15,2011-11-07,13139
"13786","574836",479.35,32,2011-11-07,17623
"13787","574837",363.74,24,2011-11-07,15785
"13788","574839",419.9,61,2011-11-07,15493
"13789","574840",147.82,46,2011-11-07,12748
"13790","574841",33.15,2,2011-11-07,14156
"13791","574842",114.75,7,2011-11-07,13890
"13792","574844",222.26,13,2011-11-07,12783
"13793","574846",107.16,15,2011-11-07,14702
"13794","574852",224.9,40,2011-11-07,15493
"13795","574861",44.42,12,2011-11-07,17368
"13796","574862",188.28,14,2011-11-07,12408
"13797","574863",616.83,91,2011-11-07,15719
"13798","574864",671.7,55,2011-11-07,14387
"13799","574866",252.27,49,2011-11-07,12748
"13800","574867",138.59,9,2011-11-07,16817
"13801","574868",100.65,6,2011-11-07,13824
"13802","574869",245.97,15,2011-11-07,12708
"13803","574870",114.51,11,2011-11-07,17811
"13804","574871",148.82,16,2011-11-07,14527
"13805","574873",175.49,14,2011-11-07,16362
"13806","574874",205.8,11,2011-11-07,14911
"13807","574877",291.54,17,2011-11-07,16637
"13808","574878",34.49,5,2011-11-07,14653
"13809","574879",25.5,1,2011-11-07,13014
"13810","574880",114.45,10,2011-11-07,18016
"13811","574881",115.23,9,2011-11-07,12832
"13812","574882",490.79,58,2011-11-07,13599
"13813","574883",102.34,21,2011-11-07,14623
"13814","574885",142.56,8,2011-11-07,12472
"13815","574887",187.48,14,2011-11-07,13717
"13816","574888",37.8,2,2011-11-07,16353
"13817","574889",20.4,1,2011-11-07,16353
"13818","574890",64,4,2011-11-07,18229
"13819","574891",106.44,24,2011-11-07,14606
"13820","574892",378.9,31,2011-11-07,14700
"13821","574893",120.48,35,2011-11-07,18036
"13822","574895",88.3,4,2011-11-07,16570
"13823","574896",167.01,44,2011-11-07,17014
"13824","574898",560.02,49,2011-11-07,16242
"13825","574899",118.4,7,2011-11-07,14426
"13826","574901",419.02,24,2011-11-07,17158
"13827","574903",267.47,15,2011-11-07,17302
"13828","574907",370.96,28,2011-11-07,17043
"13829","574908",39.8,2,2011-11-07,16009
"13830","574909",213.6,41,2011-11-07,13673
"13831","574910",126.3,9,2011-11-07,16348
"13832","574911",151.04,13,2011-11-07,14073
"13833","574913",46.7,2,2011-11-07,13323
"13834","574914",182.83,48,2011-11-07,17109
"13835","574915",185.22,10,2011-11-07,16779
"13836","574916",177.3,10,2011-11-07,16790
"13837","574917",38.14,3,2011-11-07,14135
"13838","574919",102.3,6,2011-11-07,16241
"13839","574920",293.76,17,2011-11-07,13985
"13840","574921",219.81,13,2011-11-07,16070
"13841","574923",195,37,2011-11-07,17757
"13842","574933",153.3,11,2011-11-07,18150
"13843","574934",272.56,16,2011-11-07,16717
"13844","574936",151.81,28,2011-11-07,13066
"13845","574937",116.15,5,2011-11-07,15344
"13846","574938",43.7,2,2011-11-07,14911
"13847","574939",19.59,5,2011-11-07,17109
"13848","574940",172.88,10,2011-11-07,14929
"13849","574942",46.56,3,2011-11-07,15330
"13850","574943",131.04,8,2011-11-08,13026
"13851","574944",113.28,7,2011-11-08,13710
"13852","574945",303.3,15,2011-11-08,15434
"13853","574947",88.8,5,2011-11-08,16422
"13854","574948",192,8,2011-11-08,15805
"13855","574949",210.95,16,2011-11-08,14360
"13856","574951",484.53,27,2011-11-08,15763
"13857","574952",172.33,10,2011-11-08,13924
"13858","574953",237.56,13,2011-11-08,16187
"13859","574956",445.05,25,2011-11-08,16732
"13860","574958",260.38,17,2011-11-08,14050
"13861","574959",241.45,59,2011-11-08,17886
"13862","574960",411.06,18,2011-11-08,17091
"13863","574961",94.74,9,2011-11-08,12971
"13864","574962",320.37,20,2011-11-08,15194
"13865","574963",266.04,16,2011-11-08,12919
"13866","574964",67.2,4,2011-11-08,13329
"13867","574965",209.94,69,2011-11-08,17964
"13868","574966",132.64,8,2011-11-08,14901
"13869","574994",143.11,16,2011-11-08,17870
"13870","575003",377.73,20,2011-11-08,15950
"13871","575007",510.39,39,2011-11-08,14140
"13872","575017",114.23,25,2011-11-08,17219
"13873","575034",196.75,48,2011-11-08,15573
"13874","575036",274.85,17,2011-11-08,15249
"13875","575037",189.7,15,2011-11-08,16066
"13876","575039",327.22,48,2011-11-08,15005
"13877","575040",574.28,32,2011-11-08,13381
"13878","575041",158.88,18,2011-11-08,17289
"13879","575043",4.95,1,2011-11-08,13047
"13880","575045",101.64,6,2011-11-08,14910
"13881","575046",164.61,19,2011-11-08,15039
"13882","575049",522.88,33,2011-11-08,12721
"13883","575051",378.49,41,2011-11-08,15957
"13884","575053",56.6,3,2011-11-08,16945
"13885","575054",302.94,21,2011-11-08,16945
"13886","575059",152.53,47,2011-11-08,14071
"13887","575060",518.59,33,2011-11-08,13089
"13888","575061",9.9,1,2011-11-08,14524
"13889","575062",228.68,13,2011-11-08,17651
"13890","575063",355.77,73,2011-11-08,16764
"13891","575066",150.92,13,2011-11-08,13668
"13892","575067",199.7,13,2011-11-08,12583
"13893","575068",249.7,15,2011-11-08,14282
"13894","575069",208.11,11,2011-11-08,17637
"13895","575070",700.99,127,2011-11-08,17841
"13896","575071",104,5,2011-11-08,12990
"13897","575072",25.8,2,2011-11-08,14560
"13898","575073",586.06,94,2011-11-08,13975
"13899","575074",150.04,28,2011-11-08,15356
"13900","575075",224.35,24,2011-11-08,13975
"13901","575076",444.16,24,2011-11-08,16639
"13902","575077",135.52,7,2011-11-08,15406
"13903","575078",284.64,16,2011-11-08,17633
"13904","575080",20.4,1,2011-11-08,14676
"13905","575083",130.04,11,2011-11-08,18123
"13906","575085",112.39,12,2011-11-08,12849
"13907","575086",492.38,27,2011-11-08,16618
"13908","575087",279.74,82,2011-11-08,16549
"13909","575088",135.6,7,2011-11-08,13272
"13910","575089",382.44,23,2011-11-08,13437
"13911","575090",67.65,10,2011-11-08,17515
"13912","575091",516.85,38,2011-11-08,17160
"13913","575117",242.6,140,2011-11-08,12748
"13914","575127",257.18,14,2011-11-08,13695
"13915","575128",521.54,33,2011-11-08,16837
"13916","575129",202.13,17,2011-11-08,13110
"13917","575131",100.7,6,2011-11-08,15208
"13918","575132",145.8,10,2011-11-08,18177
"13919","575133",76.58,4,2011-11-08,14667
"13920","575134",19.8,1,2011-11-08,14667
"13921","575135",131.22,8,2011-11-08,13928
"13922","575136",377,21,2011-11-08,15103
"13923","575137",351.99,21,2011-11-08,13090
"13924","575139",288.55,16,2011-11-08,16863
"13925","575140",125.68,6,2011-11-08,18198
"13926","575141",469.59,28,2011-11-08,15615
"13927","575143",191.44,12,2011-11-08,13643
"13928","575144",375.11,21,2011-11-08,12540
"13929","575145",179.5,11,2011-11-08,14116
"13930","575146",46.2,3,2011-11-08,17313
"13931","575148",327.05,21,2011-11-08,13867
"13932","575149",76.5,5,2011-11-08,16626
"13933","575151",263.08,15,2011-11-08,12395
"13934","575152",424.57,57,2011-11-08,16284
"13935","575154",148.07,11,2011-11-08,12395
"13936","575163",9.9,2,2011-11-08,17961
"13937","575164",481.75,26,2011-11-08,18216
"13938","575165",91.04,5,2011-11-08,14342
"13939","575166",71,7,2011-11-08,17022
"13940","575167",329.25,22,2011-11-08,15153
"13941","575168",93.88,4,2011-11-08,15290
"13942","575169",312.58,18,2011-11-08,14367
"13943","575170",11.9,2,2011-11-08,17006
"13944","575179",343.15,19,2011-11-09,14284
"13945","575181",312,15,2011-11-09,14709
"13946","575182",33,2,2011-11-09,14709
"13947","575183",346.59,20,2011-11-09,13046
"13948","575186",209.45,16,2011-11-09,17611
"13949","575187",107.95,8,2011-11-09,16759
"13950","575188",277,14,2011-11-09,16759
"13951","575189",25.2,2,2011-11-09,13029
"13952","575191",15,1,2011-11-09,18144
"13953","575193",586.03,36,2011-11-09,12681
"13954","575194",251.82,13,2011-11-09,16767
"13955","575195",200.56,13,2011-11-09,16767
"13956","575197",41.08,3,2011-11-09,16767
"13957","575198",35.85,2,2011-11-09,12921
"13958","575199",355.82,23,2011-11-09,12921
"13959","575200",12.48,1,2011-11-09,12921
"13960","575202",297.66,21,2011-11-09,13018
"13961","575204",99.18,4,2011-11-09,15027
"13962","575206",376.86,20,2011-11-09,14298
"13963","575207",187.92,11,2011-11-09,18172
"13964","575208",15.6,1,2011-11-09,18172
"13965","575209",49.8,4,2011-11-09,14214
"13966","575210",249.99,15,2011-11-09,14732
"13967","575211",287.51,39,2011-11-09,17377
"13968","575212",271.18,17,2011-11-09,14108
"13969","575214",216.02,19,2011-11-09,16751
"13970","575215",183,12,2011-11-09,18109
"13971","575216",274.72,16,2011-11-09,13384
"13972","575217",147.15,8,2011-11-09,14794
"13973","575218",206.65,11,2011-11-09,16592
"13974","575219",302.72,15,2011-11-09,17511
"13975","575221",607,33,2011-11-09,12949
"13976","575222",310.71,36,2011-11-09,16880
"13977","575256",45,2,2011-11-09,13408
"13978","575258",141.78,16,2011-11-09,13623
"13979","575269",529.54,30,2011-11-09,17865
"13980","575297",124.74,7,2011-11-09,15134
"13981","575298",438.08,76,2011-11-09,17841
"13982","575299",106.1,5,2011-11-09,14691
"13983","575300",139.62,7,2011-11-09,13804
"13984","575301",48.79,3,2011-11-09,13804
"13985","575302",56.96,3,2011-11-09,17086
"13986","575303",150.7,33,2011-11-09,12893
"13987","575304",8.9,3,2011-11-09,17841
"13988","575305",35.4,3,2011-11-09,14188
"13989","575312",182.4,12,2011-11-09,13588
"13990","575317",41.7,3,2011-11-09,17402
"13991","575318",363.56,24,2011-11-09,14921
"13992","575319",76.05,4,2011-11-09,14836
"13993","575320",270.9,15,2011-11-09,17011
